  0 ,  0.004739 
  1 ,  0.018151 
  2 ,  0.012430 
  3 ,  0.015192 
  4 ,  0.015795 
  5 ,  0.011978 
  6 ,  0.017285 
  7 ,  0.014557 
  8 ,  0.013163 
  9 ,  0.010900 
  10 ,  0.003438 
  11 ,  0.001320 
  12 ,  0.000740 
  13 ,  0.000462 
  14 ,  0.000223 
  15 ,  0.000082 
  16 ,  0.000025 
  17 ,  0.000003 
  18 ,  0.000000 
  19 ,  0.000000 
  20 ,  0.000000 
  21 ,  0.000000 
  22 ,  0.000000 
  23 ,  0.000000 
  24 ,  0.000000 
  25 ,  0.000000 
  26 ,  0.000001 
  27 ,  0.000001 
  28 ,  0.000003 
  29 ,  0.000016 
