 ³¤²¨       £¬    ÖÐ²¨       £¬   ¶Ì²¨ 
   0m__15m 
  -0.011789 ,  -0.052847, -0.080475 
  -0.011626 ,  -0.053834, -0.073904 
  -0.011454 ,  -0.054377, -0.060019 
  -0.011274 ,  -0.054468, -0.040599 
  -0.011087 ,  -0.054104, -0.018071 
  -0.010892 ,  -0.053288, 0.004800 
  -0.010690 ,  -0.052027, 0.025269 
  -0.010481 ,  -0.050334, 0.040950 
  -0.010265 ,  -0.048225, 0.050122 
  -0.010043 ,  -0.045723, 0.051921 
  -0.009816 ,  -0.042854, 0.046428 
  -0.009583 ,  -0.039647, 0.034627 
  -0.009345 ,  -0.036138, 0.018238 
  -0.009102 ,  -0.032362, -0.000532 
  -0.008854 ,  -0.028360, -0.019300 
  -0.008603 ,  -0.024173, -0.035827 
  -0.008348 ,  -0.019846, -0.048298 
  -0.008090 ,  -0.015424, -0.055535 
  -0.007829 ,  -0.010951, -0.057108 
  -0.007566 ,  -0.006475, -0.053336 
  -0.007300 ,  -0.002040, -0.045182 
  -0.007033 ,  0.002311, -0.034067 
  -0.006764 ,  0.006533, -0.021627 
  -0.006494 ,  0.010587, -0.009457 
  -0.006223 ,  0.014435, 0.001114 
  -0.005952 ,  0.018042, 0.009199 
  -0.005682 ,  0.021377, 0.014444 
  -0.005411 ,  0.024411, 0.017027 
  -0.005141 ,  0.027122, 0.017574 
  -0.004872 ,  0.029489, 0.017009 
  -0.004605 ,  0.031498, 0.016363 
  -0.004340 ,  0.033139, 0.016574 
  -0.004076 ,  0.034405, 0.018320 
  -0.003815 ,  0.035297, 0.021897 
  -0.003556 ,  0.035816, 0.027168 
  -0.003300 ,  0.035973, 0.033595 
  -0.003048 ,  0.035778, 0.040326 
  -0.002799 ,  0.035248, 0.046350 
  -0.002554 ,  0.034403, 0.050656 
  -0.002313 ,  0.033267, 0.052408 
  -0.002076 ,  0.031865, 0.051079 
  -0.001843 ,  0.030228, 0.046532 
  -0.001616 ,  0.028385, 0.039041 
  -0.001393 ,  0.026370, 0.029245 
  -0.001175 ,  0.024216, 0.018045 
  -0.000963 ,  0.021959, 0.006464 
  -0.000756 ,  0.019632, -0.004510 
  -0.000555 ,  0.017272, -0.014062 
  -0.000360 ,  0.014911, -0.021662 
  -0.000170 ,  0.012582, -0.027119 
  0.000013 ,  0.010317, -0.030583 
