 传感器采集数据记录 
 里程 ， 幅度 
 0.000m ,   0.000000 
 0.002m ,   0.841471 
 0.004m ,   0.909297 
 0.006m ,   0.141120 
 0.008m ,   -0.756802 
 0.010m ,   -0.958924 
 0.012m ,   -0.279415 
 0.014m ,   0.656987 
 0.016m ,   0.989358 
 0.018m ,   0.412118 
 0.020m ,   -0.544021 
 0.022m ,   -0.999990 
 0.024m ,   -0.536573 
 0.026m ,   0.420167 
 0.028m ,   0.990607 
 0.030m ,   0.650288 
 0.032m ,   -0.287903 
 0.034m ,   -0.961397 
 0.036m ,   -0.750987 
 0.038m ,   0.149877 
 0.040m ,   0.912945 
 0.042m ,   0.836656 
 0.044m ,   -0.008851 
 0.046m ,   -0.846220 
 0.048m ,   -0.905578 
 0.050m ,   -0.132352 
 0.052m ,   0.762558 
 0.054m ,   0.956376 
 0.056m ,   0.270906 
 0.058m ,   -0.663634 
 0.060m ,   -0.988032 
 0.062m ,   -0.404038 
 0.064m ,   0.551427 
 0.066m ,   0.999912 
 0.068m ,   0.529083 
 0.070m ,   -0.428183 
 0.072m ,   -0.991779 
 0.074m ,   -0.643538 
 0.076m ,   0.296369 
 0.078m ,   0.963795 
 0.080m ,   0.745113 
 0.082m ,   -0.158623 
 0.084m ,   -0.916522 
 0.086m ,   -0.831775 
 0.088m ,   0.017702 
 0.090m ,   0.850904 
 0.092m ,   0.901788 
 0.094m ,   0.123573 
 0.096m ,   -0.768255 
 0.098m ,   -0.953753 
 0.100m ,   -0.262375 
 0.102m ,   0.670229 
 0.104m ,   0.986628 
 0.106m ,   0.395925 
 0.108m ,   -0.558789 
 0.110m ,   -0.999755 
 0.112m ,   -0.521551 
 0.114m ,   0.436165 
 0.116m ,   0.992873 
 0.118m ,   0.636738 
 0.120m ,   -0.304811 
 0.122m ,   -0.966118 
 0.124m ,   -0.739181 
 0.126m ,   0.167356 
 0.128m ,   0.920026 
 0.130m ,   0.826829 
 0.132m ,   -0.026551 
 0.134m ,   -0.855520 
 0.136m ,   -0.897928 
 0.138m ,   -0.114785 
 0.140m ,   0.773891 
 0.142m ,   0.951055 
 0.144m ,   0.253823 
 0.146m ,   -0.676772 
 0.148m ,   -0.985146 
 0.150m ,   -0.387782 
 0.152m ,   0.566108 
 0.154m ,   0.999520 
 0.156m ,   0.513978 
 0.158m ,   -0.444113 
 0.160m ,   -0.993889 
 0.162m ,   -0.629888 
 0.164m ,   0.313229 
 0.166m ,   0.968364 
 0.168m ,   0.733190 
 0.170m ,   -0.176076 
 0.172m ,   -0.923458 
 0.174m ,   -0.821818 
 0.176m ,   0.035398 
 0.178m ,   0.860069 
 0.180m ,   0.893997 
 0.182m ,   0.105988 
 0.184m ,   -0.779466 
 0.186m ,   -0.948282 
 0.188m ,   -0.245252 
 0.190m ,   0.683262 
 0.192m ,   0.983588 
 0.194m ,   0.379608 
 0.196m ,   -0.573382 
 0.198m ,   -0.999207 
 0.200m ,   -0.506366 
 0.202m ,   0.452026 
 0.204m ,   0.994827 
 0.206m ,   0.622989 
 0.208m ,   -0.321622 
 0.210m ,   -0.970535 
 0.212m ,   -0.727143 
 0.214m ,   0.184782 
 0.216m ,   0.926819 
 0.218m ,   0.816743 
 0.220m ,   -0.044243 
 0.222m ,   -0.864551 
 0.224m ,   -0.889996 
 0.226m ,   -0.097182 
 0.228m ,   0.784980 
 0.230m ,   0.945435 
 0.232m ,   0.236661 
 0.234m ,   -0.689698 
 0.236m ,   -0.981952 
 0.238m ,   -0.371404 
 0.240m ,   0.580611 
 0.242m ,   0.998815 
 0.244m ,   0.498713 
 0.246m ,   -0.459903 
 0.248m ,   -0.995687 
 0.250m ,   -0.616040 
 0.252m ,   0.329991 
 0.254m ,   0.972630 
 0.256m ,   0.721038 
 0.258m ,   -0.193473 
 0.260m ,   -0.930106 
 0.262m ,   -0.811603 
 0.264m ,   0.053084 
 0.266m ,   0.868966 
 0.268m ,   0.885925 
 0.270m ,   0.088369 
 0.272m ,   -0.790433 
 0.274m ,   -0.942514 
 0.276m ,   -0.228052 
 0.278m ,   0.696080 
 0.280m ,   0.980240 
 0.282m ,   0.363171 
 0.284m ,   -0.587795 
 0.286m ,   -0.998345 
 0.288m ,   -0.491022 
