 传感器采集数据记录 
   里程 ， 幅度 
 0.000m ,   1.000000 
 0.002m ,   0.540302 
 0.004m ,   -0.416147 
 0.006m ,   -0.989992 
 0.008m ,   -0.653644 
 0.010m ,   0.283662 
 0.012m ,   0.960170 
 0.014m ,   0.753902 
 0.016m ,   -0.145500 
 0.018m ,   -0.911130 
 0.020m ,   -0.839072 
 0.022m ,   0.004426 
 0.024m ,   0.843854 
 0.026m ,   0.907447 
 0.028m ,   0.136737 
 0.030m ,   -0.759688 
 0.032m ,   -0.957659 
 0.034m ,   -0.275163 
 0.036m ,   0.660317 
 0.038m ,   0.988705 
 0.040m ,   0.408082 
 0.042m ,   -0.547729 
 0.044m ,   -0.999961 
 0.046m ,   -0.532833 
 0.048m ,   0.424179 
 0.050m ,   0.991203 
 0.052m ,   0.646919 
 0.054m ,   -0.292139 
 0.056m ,   -0.962606 
 0.058m ,   -0.748058 
 0.060m ,   0.154251 
 0.062m ,   0.914742 
 0.064m ,   0.834223 
 0.066m ,   -0.013277 
 0.068m ,   -0.848570 
 0.070m ,   -0.903692 
 0.072m ,   -0.127964 
 0.074m ,   0.765414 
 0.076m ,   0.955074 
 0.078m ,   0.266643 
 0.080m ,   -0.666938 
 0.082m ,   -0.987339 
 0.084m ,   -0.399985 
 0.086m ,   0.555113 
 0.088m ,   0.999843 
 0.090m ,   0.525322 
 0.092m ,   -0.432178 
 0.094m ,   -0.992335 
 0.096m ,   -0.640144 
 0.098m ,   0.300593 
 0.100m ,   0.964966 
 0.102m ,   0.742154 
 0.104m ,   -0.162991 
 0.106m ,   -0.918283 
 0.108m ,   -0.829310 
 0.110m ,   0.022127 
 0.112m ,   0.853220 
 0.114m ,   0.899867 
 0.116m ,   0.119180 
 0.118m ,   -0.771080 
 0.120m ,   -0.952413 
 0.122m ,   -0.258102 
 0.124m ,   0.673507 
 0.126m ,   0.985897 
 0.128m ,   0.391857 
 0.130m ,   -0.562454 
 0.132m ,   -0.999647 
 0.134m ,   -0.517770 
 0.136m ,   0.440143 
 0.138m ,   0.993390 
 0.140m ,   0.633319 
 0.142m ,   -0.309023 
 0.144m ,   -0.967251 
 0.146m ,   -0.736193 
 0.148m ,   0.171717 
 0.150m ,   0.921751 
 0.152m ,   0.824331 
 0.154m ,   -0.030975 
 0.156m ,   -0.857803 
 0.158m ,   -0.895971 
 0.160m ,   -0.110387 
 0.162m ,   0.776686 
 0.164m ,   0.949678 
 0.166m ,   0.249540 
 0.168m ,   -0.680023 
 0.170m ,   -0.984377 
 0.172m ,   -0.383698 
 0.174m ,   0.569750 
 0.176m ,   0.999373 
 0.178m ,   0.510177 
 0.180m ,   -0.448074 
 0.182m ,   -0.994367 
 0.184m ,   -0.626444 
 0.186m ,   0.317429 
 0.188m ,   0.969459 
 0.190m ,   0.730174 
 0.192m ,   -0.180430 
 0.194m ,   -0.925148 
 0.196m ,   -0.819288 
 0.198m ,   0.039821 
 0.200m ,   0.862319 
 0.202m ,   0.892005 
 0.204m ,   0.101586 
 0.206m ,   -0.782231 
 0.208m ,   -0.946868 
 0.210m ,   -0.240959 
 0.212m ,   0.686487 
 0.214m ,   0.982780 
 0.216m ,   0.375510 
 0.218m ,   -0.577002 
 0.220m ,   -0.999021 
 0.222m ,   -0.502544 
 0.224m ,   0.455969 
 0.226m ,   0.995267 
 0.228m ,   0.619521 
 0.230m ,   -0.325810 
 0.232m ,   -0.971592 
 0.234m ,   -0.724097 
 0.236m ,   0.189129 
 0.238m ,   0.928471 
 0.240m ,   0.814181 
 0.242m ,   -0.048664 
 0.244m ,   -0.866767 
 0.246m ,   -0.887969 
 0.248m ,   -0.092776 
 0.250m ,   0.787715 
 0.252m ,   0.943984 
 0.254m ,   0.232359 
 0.256m ,   -0.692896 
 0.258m ,   -0.981106 
 0.260m ,   -0.367291 
 0.262m ,   0.584209 
 0.264m ,   0.998590 
 0.266m ,   0.494872 
 0.268m ,   -0.463829 
 0.270m ,   -0.996088 
 0.272m ,   -0.612548 
 0.274m ,   0.334165 
 0.276m ,   0.973649 
 0.278m ,   0.717964 
 0.280m ,   -0.197814 
 0.282m ,   -0.931722 
 0.284m ,   -0.809010 
 0.286m ,   0.057503 
 0.288m ,   0.871147 
 0.290m ,   0.883863 
 0.292m ,   0.083959 
 0.294m ,   -0.793136 
 0.296m ,   -0.941026 
 0.298m ,   -0.223741 
 0.300m ,   0.699251 
 0.302m ,   0.979355 
 0.304m ,   0.359044 
 0.306m ,   -0.591370 
 0.308m ,   -0.998081 
 0.310m ,   -0.487161 
 0.312m ,   0.471652 
 0.314m ,   0.996831 
 0.316m ,   0.605528 
 0.318m ,   -0.342495 
 0.320m ,   -0.975629 
 0.322m ,   -0.711775 
 0.324m ,   0.206482 
 0.326m ,   0.934900 
 0.328m ,   0.803775 
 0.330m ,   -0.066337 
 0.332m ,   -0.875459 
 0.334m ,   -0.879689 
 0.336m ,   -0.075136 
 0.338m ,   0.798496 
 0.340m ,   0.937995 
 0.342m ,   0.215105 
 0.344m ,   -0.705551 
 0.346m ,   -0.977527 
 0.348m ,   -0.350769 
 0.350m ,   0.598484 
 0.352m ,   0.997494 
 0.354m ,   0.479412 
 0.356m ,   -0.479439 
 0.358m ,   -0.997496 
 0.360m ,   -0.598460 
 0.362m ,   0.350797 
 0.364m ,   0.977533 
 0.366m ,   0.705530 
 0.368m ,   -0.215135 
 0.370m ,   -0.938005 
 0.372m ,   -0.798478 
 0.374m ,   0.075166 
 0.376m ,   0.879703 
 0.378m ,   0.875445 
 0.380m ,   0.066307 
 0.382m ,   -0.803793 
 0.384m ,   -0.934890 
 0.386m ,   -0.206453 
 0.388m ,   0.711796 
 0.390m ,   0.975623 
 0.392m ,   0.342466 
 0.394m ,   -0.605552 
 0.396m ,   -0.996829 
 0.398m ,   -0.471626 
 0.400m ,   0.487188 
 0.402m ,   0.998083 
 0.404m ,   0.591345 
 0.406m ,   -0.359072 
 0.408m ,   -0.979361 
 0.410m ,   -0.699229 
 0.412m ,   0.223770 
 0.414m ,   0.941037 
 0.416m ,   0.793118 
 0.418m ,   -0.083989 
 0.420m ,   -0.883877 
 0.422m ,   -0.871133 
 0.424m ,   -0.057472 
 0.426m ,   0.809028 
 0.428m ,   0.931711 
 0.430m ,   0.197784 
 0.432m ,   -0.717985 
 0.434m ,   -0.973642 
 0.436m ,   -0.334137 
 0.438m ,   0.612572 
 0.440m ,   0.996085 
 0.442m ,   0.463802 
 0.444m ,   -0.494898 
 0.446m ,   -0.998592 
 0.448m ,   -0.584184 
 0.450m ,   0.367319 
 0.452m ,   0.981111 
 0.454m ,   0.692874 
 0.456m ,   -0.232388 
 0.458m ,   -0.943994 
 0.460m ,   -0.787696 
 0.462m ,   0.092806 
 0.464m ,   0.887983 
 0.466m ,   0.866752 
